Customer_ID,Last_Order_Date,Recency_Days,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment,Value_Segment
CUST-0646,2025-10-07,85,2,19977.910000000003,2,1,1,211,Lost Customers,Low Value
CUST-0647,2025-12-07,24,5,245360.83999999997,4,2,2,422,New Customers,Medium Value
CUST-0648,2025-11-27,34,5,793874.88,3,2,5,325,Potential Customers,High Value
CUST-0649,2025-11-14,47,7,335471.57,3,3,3,333,Loyal Customers,Medium Value
CUST-0650,2025-11-28,33,4,88308.94,3,1,1,311,Potential Customers,Low Value
CUST-0651,2025-11-29,32,7,411406.01,3,3,3,333,Loyal Customers,Medium Value
CUST-0652,2025-12-31,0,9,356749.93,5,5,3,553,Loyal Customers,Medium Value
CUST-0653,2025-12-14,17,10,366786.24,4,5,3,453,Loyal Customers,Medium Value
CUST-0654,2025-10-26,66,4,304225.88,2,1,3,213,Lost Customers,Medium Value
CUST-0655,2025-09-22,100,5,276890.17,1,2,2,122,Lost Customers,Medium Value
CUST-0656,2025-12-29,2,11,545700.34,5,5,4,554,Champions,High Value
CUST-0657,2025-12-29,2,11,458200.6,5,5,4,554,Champions,Medium Value
CUST-0658,2025-12-24,7,8,425635.72000000003,5,4,3,543,Loyal Customers,Medium Value
CUST-0659,2025-12-18,13,7,1058578.76,4,3,5,435,Loyal Customers,High Value
CUST-0660,2025-12-19,12,10,694533.65,4,5,5,455,Champions,High Value
CUST-0661,2025-12-15,16,10,196609.59,4,5,2,452,Loyal Customers,Low Value
CUST-0662,2025-11-15,46,4,224598.83000000002,3,1,2,312,Potential Customers,Low Value
CUST-0663,2025-10-04,88,5,245079.8,1,2,2,122,Lost Customers,Low Value
CUST-0664,2025-07-17,167,4,244586.98,1,1,2,112,Lost Customers,Low Value
CUST-0665,2025-12-09,22,6,272216.68,4,3,2,432,Loyal Customers,Medium Value
CUST-0666,2025-07-27,157,5,239092.43,1,2,2,122,Lost Customers,Low Value
CUST-0667,2025-08-28,125,4,78334.34,1,1,1,111,Lost Customers,Low Value
CUST-0668,2025-12-11,20,7,870667.49,4,3,5,435,Loyal Customers,High Value
CUST-0669,2025-12-18,13,6,206045.86,4,3,2,432,Loyal Customers,Low Value
CUST-0670,2025-10-05,87,5,178175.04,1,2,2,122,Lost Customers,Low Value
CUST-0671,2025-11-17,44,8,809436.86,3,4,5,345,Loyal Customers,High Value
CUST-0672,2025-11-03,58,4,588765.15,2,1,4,214,Lost Customers,High Value
CUST-0673,2025-10-31,61,8,230719.55000000002,2,4,2,242,At Risk,Low Value
CUST-0674,2025-09-02,120,12,625427.8,1,5,5,155,At Risk,High Value
CUST-0675,2025-08-26,127,5,458173.91,1,2,4,124,Lost Customers,Medium Value
CUST-0676,2025-12-08,23,4,51251.3,4,1,1,411,New Customers,Low Value
CUST-0677,2025-10-26,66,10,666033.24,2,5,5,255,At Risk,High Value
CUST-0678,2025-12-31,0,7,373849.38,5,3,3,533,Loyal Customers,Medium Value
CUST-0679,2025-12-11,20,9,352669.84,4,5,3,453,Loyal Customers,Medium Value
CUST-0680,2025-12-17,14,8,225718.01,4,4,2,442,Loyal Customers,Low Value
CUST-0681,2025-08-28,125,4,60622.21,1,1,1,111,Lost Customers,Low Value
CUST-0682,2025-12-25,6,8,439149.39,5,4,4,544,Champions,Medium Value
CUST-0683,2025-12-05,26,10,1298623.04,4,5,5,455,Champions,High Value
CUST-0684,2025-11-22,39,10,735590.83,3,5,5,355,Loyal Customers,High Value
CUST-0685,2025-11-13,48,7,478443.52999999997,3,3,4,334,Loyal Customers,Medium Value
CUST-0686,2025-12-19,12,5,638221.39,4,2,5,425,New Customers,High Value
CUST-0687,2025-10-18,74,7,337067.50999999995,2,3,3,233,At Risk,Medium Value
CUST-0688,2025-10-14,78,6,354637.19,2,3,3,233,At Risk,Medium Value
CUST-0689,2025-11-27,34,6,108154.3,3,3,1,331,Loyal Customers,Low Value
CUST-0690,2025-10-23,69,3,232892.75,2,1,2,212,Lost Customers,Low Value
CUST-0691,2025-11-22,39,7,521249.9,3,3,4,334,Loyal Customers,High Value
CUST-0692,2025-12-24,7,7,347561.75,5,3,3,533,Loyal Customers,Medium Value
CUST-0693,2025-12-31,0,9,346402.89,5,5,3,553,Loyal Customers,Medium Value
CUST-0694,2025-12-27,4,7,415263.48,5,3,3,533,Loyal Customers,Medium Value
CUST-0695,2025-10-14,78,7,288204.57,2,3,3,233,At Risk,Medium Value
CUST-0696,2025-09-30,92,10,365068.81,1,5,3,153,At Risk,Medium Value
CUST-0697,2025-10-04,88,5,305897.55,1,2,3,123,Lost Customers,Medium Value
CUST-0698,2025-12-25,6,9,269725.74,5,5,2,552,Loyal Customers,Medium Value
CUST-0699,2025-10-27,65,3,75007.66,2,1,1,211,Lost Customers,Low Value
CUST-0700,2025-10-26,66,5,202191.46000000002,2,2,2,222,Lost Customers,Low Value
CUST-0701,2025-07-02,182,3,529529.91,1,1,4,114,Lost Customers,High Value
CUST-0702,2025-11-08,53,3,150655.87,2,1,1,211,Lost Customers,Low Value
CUST-0703,2025-12-31,0,7,159354.12,5,3,1,531,Loyal Customers,Low Value
CUST-0704,2025-11-30,31,6,415516.06999999995,3,3,3,333,Loyal Customers,Medium Value
CUST-0705,2025-12-23,8,7,634424.09,5,3,5,535,Loyal Customers,High Value
CUST-0706,2025-12-28,3,3,586107.51,5,1,4,514,New Customers,High Value
CUST-0707,2025-08-06,147,3,146543.86,1,1,1,111,Lost Customers,Low Value
CUST-0708,2025-12-19,12,10,333131.47000000003,4,5,3,453,Loyal Customers,Medium Value
CUST-0709,2025-12-03,28,8,757719.98,3,4,5,345,Loyal Customers,High Value
CUST-0710,2025-10-15,77,7,877894.87,2,3,5,235,At Risk,High Value
CUST-0711,2025-12-23,8,6,863788.45,5,3,5,535,Loyal Customers,High Value
CUST-0712,2025-07-27,157,5,314867.02999999997,1,2,3,123,Lost Customers,Medium Value
CUST-0713,2025-12-01,30,9,1089694.72,3,5,5,355,Loyal Customers,High Value
CUST-0714,2025-12-04,27,11,757285.6900000001,3,5,5,355,Loyal Customers,High Value
CUST-0715,2025-10-27,65,8,78542.70000000001,2,4,1,241,At Risk,Low Value
CUST-0716,2025-09-14,108,9,238977.75,1,5,2,152,At Risk,Low Value
CUST-0717,2025-08-27,126,9,289120.52999999997,1,5,3,153,At Risk,Medium Value
CUST-0718,2025-11-04,57,6,332653.5,2,3,3,233,At Risk,Medium Value
CUST-0719,2025-12-31,0,11,388075.23,5,5,3,553,Loyal Customers,Medium Value
CUST-0720,2025-12-11,20,4,731038.21,4,1,5,415,New Customers,High Value
CUST-0721,2025-12-08,23,6,294961.52999999997,4,3,3,433,Loyal Customers,Medium Value
CUST-0722,2025-11-16,45,3,436265.56999999995,3,1,4,314,Potential Customers,Medium Value
CUST-0723,2025-10-02,90,4,422659.51,1,1,3,113,Lost Customers,Medium Value
CUST-0724,2025-11-18,43,6,383169.76,3,3,3,333,Loyal Customers,Medium Value
CUST-0725,2025-10-19,73,3,110066.4,2,1,1,211,Lost Customers,Low Value
CUST-0726,2025-12-17,14,7,176141.24000000002,4,3,2,432,Loyal Customers,Low Value
CUST-0727,2025-12-05,26,3,346866.75,4,1,3,413,New Customers,Medium Value
CUST-0728,2025-12-13,18,2,28626.43,4,1,1,411,New Customers,Low Value
CUST-0729,2025-12-26,5,5,163272.92,5,2,2,522,New Customers,Low Value
CUST-0730,2025-12-08,23,6,356905.17,4,3,3,433,Loyal Customers,Medium Value
CUST-0731,2025-12-06,25,3,152690.86000000002,4,1,1,411,New Customers,Low Value
CUST-0732,2025-12-15,16,5,162870.63,4,2,2,422,New Customers,Low Value
CUST-0733,2025-12-07,24,3,252486.65000000002,4,1,2,412,New Customers,Medium Value
CUST-0734,2025-12-11,20,9,183000.46,4,5,2,452,Loyal Customers,Low Value
CUST-0735,2025-12-06,25,13,1022055.38,4,5,5,455,Champions,High Value
CUST-0736,2025-07-01,183,4,35700.17,1,1,1,111,Lost Customers,Low Value
CUST-0737,2025-10-07,85,10,240585.32,2,5,2,252,At Risk,Low Value
CUST-0738,2025-12-24,7,3,60476.6,5,1,1,511,New Customers,Low Value
CUST-0739,2025-09-05,117,5,298493.77999999997,1,2,3,123,Lost Customers,Medium Value
CUST-0740,2025-11-02,59,6,140131.65,2,3,1,231,At Risk,Low Value
CUST-0741,2025-12-05,26,5,429670.25,4,2,4,424,New Customers,Medium Value
CUST-0742,2025-11-15,46,7,625109.57,3,3,5,335,Loyal Customers,High Value
CUST-0743,2025-12-31,0,3,154485.43,5,1,1,511,New Customers,Low Value
CUST-0744,2025-12-24,7,4,187231.57,5,1,2,512,New Customers,Low Value
CUST-0745,2025-12-23,8,5,508405.32999999996,5,2,4,524,New Customers,High Value
CUST-0746,2025-12-25,6,7,601452.5900000001,5,3,4,534,Loyal Customers,High Value
CUST-0747,2025-11-24,37,4,283166.07,3,1,2,312,Potential Customers,Medium Value
CUST-0748,2025-10-22,70,3,171246.77,2,1,2,212,Lost Customers,Low Value
CUST-0749,2025-12-31,0,7,402790.29000000004,5,3,3,533,Loyal Customers,Medium Value
CUST-0750,2025-09-14,108,4,314933.13,1,1,3,113,Lost Customers,Medium Value
CUST-0751,2025-12-27,4,12,608483.64,5,5,4,554,Champions,High Value
CUST-0752,2025-06-14,200,10,756328.54,1,5,5,155,At Risk,High Value
CUST-0753,2025-12-06,25,7,185979.78,4,3,2,432,Loyal Customers,Low Value
CUST-0754,2025-10-25,67,10,287866.35,2,5,3,253,At Risk,Medium Value
CUST-0755,2025-11-30,31,6,508166.78,3,3,4,334,Loyal Customers,High Value
CUST-0756,2025-10-29,63,7,1058100.1,2,3,5,235,At Risk,High Value
CUST-0757,2025-08-23,130,5,108626.71,1,2,1,121,Lost Customers,Low Value
CUST-0758,2025-10-03,89,4,260243.88,1,1,2,112,Lost Customers,Medium Value
CUST-0759,2025-12-31,0,9,366377.49,5,5,3,553,Loyal Customers,Medium Value
CUST-0760,2025-12-14,17,8,423182.79,4,4,3,443,Loyal Customers,Medium Value
CUST-0761,2025-12-16,15,10,543551.13,4,5,4,454,Champions,High Value
CUST-0762,2025-11-19,42,12,439040.13,3,5,4,354,Loyal Customers,Medium Value
CUST-0763,2025-12-01,30,3,178862.36000000002,3,1,2,312,Potential Customers,Low Value
CUST-0764,2025-12-07,24,10,743062.55,4,5,5,455,Champions,High Value
CUST-0765,2025-10-29,63,10,314448.45999999996,2,5,3,253,At Risk,Medium Value
CUST-0766,2025-12-01,30,10,765503.78,3,5,5,355,Loyal Customers,High Value
CUST-0767,2025-05-11,234,4,306237.42000000004,1,1,3,113,Lost Customers,Medium Value
CUST-0768,2025-08-31,122,5,232856.36,1,2,2,122,Lost Customers,Low Value
CUST-0769,2025-12-04,27,8,408419.14999999997,3,4,3,343,Loyal Customers,Medium Value
CUST-0770,2025-09-28,94,7,459830.93,1,3,4,134,At Risk,Medium Value
CUST-0771,2025-11-13,48,7,1022851.78,3,3,5,335,Loyal Customers,High Value
CUST-0772,2025-10-11,81,4,138951.21,2,1,1,211,Lost Customers,Low Value
CUST-0773,2025-09-26,96,4,219154.18999999997,1,1,2,112,Lost Customers,Low Value
CUST-0774,2025-12-20,11,4,110778.60999999999,5,1,1,511,New Customers,Low Value
CUST-0775,2025-09-14,108,6,311888.22,1,3,3,133,At Risk,Medium Value
CUST-0776,2025-12-03,28,3,127332.70000000001,3,1,1,311,Potential Customers,Low Value
CUST-0777,2025-12-05,26,7,276436.41000000003,4,3,2,432,Loyal Customers,Medium Value
CUST-0778,2025-11-22,39,8,588452.65,3,4,4,344,Loyal Customers,High Value
CUST-0779,2025-10-11,81,8,193085.83000000002,2,4,2,242,At Risk,Low Value
CUST-0780,2025-12-23,8,9,378607.01,5,5,3,553,Loyal Customers,Medium Value
CUST-0781,2025-12-15,16,8,591794.0,4,4,4,444,Champions,High Value
CUST-0782,2025-12-06,25,10,1179108.85,4,5,5,455,Champions,High Value
CUST-0783,2025-11-13,48,6,245678.35,3,3,2,332,Loyal Customers,Medium Value
CUST-0784,2025-11-14,47,5,264292.89,3,2,2,322,Potential Customers,Medium Value
CUST-0785,2025-05-22,223,1,25445.04,1,1,1,111,Lost Customers,Low Value
CUST-0786,2025-12-07,24,11,858367.03,4,5,5,455,Champions,High Value
CUST-0787,2025-12-30,1,5,491921.94,5,2,4,524,New Customers,High Value
CUST-0788,2025-10-07,85,9,209646.41,2,5,2,252,At Risk,Low Value
CUST-0789,2025-12-13,18,5,169620.94,4,2,2,422,New Customers,Low Value
CUST-0790,2025-12-04,27,9,550129.33,3,5,4,354,Loyal Customers,High Value
CUST-0791,2025-12-10,21,8,822460.9800000001,4,4,5,445,Champions,High Value
CUST-0792,2025-10-01,91,5,636871.14,1,2,5,125,Lost Customers,High Value
CUST-0793,2025-12-19,12,12,299711.47,4,5,3,453,Loyal Customers,Medium Value
CUST-0794,2025-12-24,7,9,737556.19,5,5,5,555,Champions,High Value
CUST-0795,2025-12-12,19,7,713419.32,4,3,5,435,Loyal Customers,High Value
CUST-0796,2025-12-24,7,5,138808.67,5,2,1,521,New Customers,Low Value
CUST-0797,2025-11-17,44,4,312875.54,3,1,3,313,Potential Customers,Medium Value
CUST-0798,2025-10-18,74,11,889974.11,2,5,5,255,At Risk,High Value
CUST-0799,2025-09-21,101,5,200837.02000000002,1,2,2,122,Lost Customers,Low Value
CUST-0800,2025-11-14,47,7,213921.13,3,3,2,332,Loyal Customers,Low Value
CUST-0801,2025-12-16,15,4,111169.65,4,1,1,411,New Customers,Low Value
CUST-0802,2025-12-11,20,7,395827.01,4,3,3,433,Loyal Customers,Medium Value
CUST-0803,2025-12-13,18,6,267313.23,4,3,2,432,Loyal Customers,Medium Value
CUST-0804,2025-11-23,38,5,184224.13,3,2,2,322,Potential Customers,Low Value
CUST-0805,2025-12-03,28,10,808152.46,3,5,5,355,Loyal Customers,High Value
CUST-0806,2025-11-02,59,8,418366.44,2,4,3,243,At Risk,Medium Value
CUST-0807,2025-12-04,27,10,845308.43,3,5,5,355,Loyal Customers,High Value
CUST-0808,2025-12-03,28,2,432504.98,3,1,4,314,Potential Customers,Medium Value
CUST-0809,2025-10-11,81,5,544013.91,2,2,4,224,Lost Customers,High Value
CUST-0810,2025-11-30,31,6,412553.29,3,3,3,333,Loyal Customers,Medium Value
CUST-0811,2025-11-02,59,9,607378.09,2,5,4,254,At Risk,High Value
CUST-0812,2025-04-30,245,1,461720.24,1,1,4,114,Lost Customers,Medium Value
CUST-0813,2025-12-03,28,6,455736.1000000001,3,3,4,334,Loyal Customers,Medium Value
CUST-0814,2025-11-17,44,5,158206.32,3,2,1,321,Potential Customers,Low Value
CUST-0815,2025-10-23,69,8,674022.99,2,4,5,245,At Risk,High Value
CUST-0816,2025-12-30,1,6,648847.45,5,3,5,535,Loyal Customers,High Value
CUST-0817,2025-11-12,49,3,344346.80000000005,2,1,3,213,Lost Customers,Medium Value
CUST-0818,2025-12-16,15,5,161806.26,4,2,1,421,New Customers,Low Value
CUST-0819,2025-11-29,32,8,671596.76,3,4,5,345,Loyal Customers,High Value
CUST-0820,2025-09-20,102,1,3115.24,1,1,1,111,Lost Customers,Low Value
CUST-0821,2025-12-20,11,10,114441.02,5,5,1,551,Loyal Customers,Low Value
CUST-0822,2025-08-02,151,3,80335.54000000001,1,1,1,111,Lost Customers,Low Value
CUST-0823,2025-10-08,84,9,462632.82,2,5,4,254,At Risk,Medium Value
CUST-0824,2025-12-28,3,6,844059.47,5,3,5,535,Loyal Customers,High Value
CUST-0825,2025-10-26,66,10,590345.15,2,5,4,254,At Risk,High Value
CUST-0826,2025-10-20,72,10,760610.69,2,5,5,255,At Risk,High Value
CUST-0827,2025-12-28,3,9,442763.17,5,5,4,554,Champions,Medium Value
CUST-0828,2025-08-31,122,7,321391.12,1,3,3,133,At Risk,Medium Value
CUST-0829,2025-09-20,102,7,596368.47,1,3,4,134,At Risk,High Value
CUST-0830,2025-11-12,49,7,40153.55,2,3,1,231,At Risk,Low Value
CUST-0831,2025-08-15,138,10,1163299.18,1,5,5,155,At Risk,High Value
CUST-0832,2025-11-01,60,8,573190.5800000001,2,4,4,244,At Risk,High Value
CUST-0833,2025-12-09,22,3,288391.26,4,1,3,413,New Customers,Medium Value
CUST-0834,2025-12-16,15,9,310452.58,4,5,3,453,Loyal Customers,Medium Value
CUST-0835,2025-11-28,33,5,115646.98999999999,3,2,1,321,Potential Customers,Low Value
CUST-0836,2025-12-08,23,7,564361.18,4,3,4,434,Loyal Customers,High Value
CUST-0837,2025-12-28,3,7,795013.01,5,3,5,535,Loyal Customers,High Value
CUST-0838,2025-11-15,46,6,192056.13,3,3,2,332,Loyal Customers,Low Value
CUST-0839,2025-11-20,41,3,247217.04,3,1,2,312,Potential Customers,Medium Value
CUST-0840,2025-11-27,34,6,212700.43,3,3,2,332,Loyal Customers,Low Value
CUST-0841,2025-10-22,70,5,57544.130000000005,2,2,1,221,Lost Customers,Low Value
CUST-0842,2025-12-24,7,6,302122.44,5,3,3,533,Loyal Customers,Medium Value
CUST-0843,2025-08-24,129,6,128134.28,1,3,1,131,At Risk,Low Value
CUST-0844,2025-10-05,87,4,46448.44,1,1,1,111,Lost Customers,Low Value
CUST-0845,2025-12-11,20,7,187084.69,4,3,2,432,Loyal Customers,Low Value
CUST-0846,2025-08-23,130,6,504507.04000000004,1,3,4,134,At Risk,High Value
CUST-0847,2025-12-27,4,2,268522.59,5,1,2,512,New Customers,Medium Value
CUST-0848,2025-09-25,97,8,393302.04000000004,1,4,3,143,At Risk,Medium Value
CUST-0849,2025-12-14,17,5,347640.56,4,2,3,423,New Customers,Medium Value
CUST-0850,2025-09-29,93,7,110064.58,1,3,1,131,At Risk,Low Value
CUST-0851,2025-09-05,117,7,526491.04,1,3,4,134,At Risk,High Value
CUST-0852,2025-11-02,59,9,509759.85000000003,2,5,4,254,At Risk,High Value
CUST-0853,2025-12-12,19,9,111073.86,4,5,1,451,Loyal Customers,Low Value
CUST-0854,2025-10-02,90,6,496375.95,1,3,4,134,At Risk,High Value
CUST-0855,2025-09-11,111,7,475550.13,1,3,4,134,At Risk,Medium Value
CUST-0856,2025-11-27,34,8,263549.16000000003,3,4,2,342,Loyal Customers,Medium Value
CUST-0857,2025-11-10,51,7,802420.3200000001,2,3,5,235,At Risk,High Value
CUST-0858,2025-11-10,51,7,793249.7,2,3,5,235,At Risk,High Value
CUST-0859,2025-12-17,14,12,292412.01,4,5,3,453,Loyal Customers,Medium Value
CUST-0860,2025-11-15,46,6,1213358.52,3,3,5,335,Loyal Customers,High Value
CUST-0861,2025-12-02,29,8,400841.2,3,4,3,343,Loyal Customers,Medium Value
CUST-0862,2025-09-09,113,9,783435.09,1,5,5,155,At Risk,High Value
CUST-0863,2025-09-24,98,6,127341.12,1,3,1,131,At Risk,Low Value
CUST-0864,2025-12-26,5,10,1158710.3199999998,5,5,5,555,Champions,High Value
CUST-0865,2025-08-24,129,4,257304.48,1,1,2,112,Lost Customers,Medium Value
CUST-0866,2025-11-25,36,9,609752.9,3,5,4,354,Loyal Customers,High Value
CUST-0867,2025-10-25,67,7,339496.07,2,3,3,233,At Risk,Medium Value
CUST-0868,2025-05-15,230,3,278360.04000000004,1,1,2,112,Lost Customers,Medium Value
CUST-0869,2025-10-22,70,8,485015.92,2,4,4,244,At Risk,Medium Value
CUST-0870,2025-12-22,9,4,175605.11000000002,5,1,2,512,New Customers,Low Value
CUST-0871,2025-10-02,90,7,610504.65,1,3,4,134,At Risk,High Value
CUST-0872,2025-12-16,15,6,528005.89,4,3,4,434,Loyal Customers,High Value
CUST-0873,2025-10-05,87,5,80367.65,1,2,1,121,Lost Customers,Low Value
CUST-0874,2025-10-24,68,9,433225.45,2,5,4,254,At Risk,Medium Value
CUST-0875,2025-12-07,24,8,165885.69,4,4,2,442,Loyal Customers,Low Value
CUST-0876,2025-07-13,171,9,461354.29,1,5,4,154,At Risk,Medium Value
CUST-0877,2025-12-22,9,13,1399471.1500000001,5,5,5,555,Champions,High Value
CUST-0878,2025-12-10,21,4,17702.07,4,1,1,411,New Customers,Low Value
CUST-0879,2025-10-25,67,6,692172.05,2,3,5,235,At Risk,High Value
CUST-0880,2025-11-26,35,11,397370.87999999995,3,5,3,353,Loyal Customers,Medium Value
CUST-0881,2025-12-03,28,4,342784.22,3,1,3,313,Potential Customers,Medium Value
CUST-0882,2025-09-01,121,2,43648.26,1,1,1,111,Lost Customers,Low Value
CUST-0883,2025-09-01,121,4,26564.559999999998,1,1,1,111,Lost Customers,Low Value
CUST-0884,2025-12-15,16,11,638475.33,4,5,5,455,Champions,High Value
CUST-0885,2025-11-16,45,6,422398.45,3,3,3,333,Loyal Customers,Medium Value
CUST-0886,2025-12-28,3,5,443999.84,5,2,4,524,New Customers,Medium Value
CUST-0887,2025-12-28,3,7,488475.46,5,3,4,534,Loyal Customers,High Value
CUST-0888,2025-11-24,37,9,392528.52,3,5,3,353,Loyal Customers,Medium Value
CUST-0889,2025-12-30,1,8,625075.3200000001,5,4,5,545,Champions,High Value
CUST-0890,2025-07-10,174,3,53704.0,1,1,1,111,Lost Customers,Low Value
CUST-0891,2025-09-16,106,7,284667.89,1,3,3,133,At Risk,Medium Value
CUST-0892,2025-08-24,129,7,200162.01,1,3,2,132,At Risk,Low Value
CUST-0893,2025-10-03,89,8,508813.83999999997,1,4,4,144,At Risk,High Value
CUST-0894,2025-12-08,23,10,340861.42000000004,4,5,3,453,Loyal Customers,Medium Value
CUST-0895,2025-12-23,8,4,175557.4,5,1,2,512,New Customers,Low Value
CUST-0896,2025-12-19,12,10,626490.7999999999,4,5,5,455,Champions,High Value
CUST-0897,2025-09-14,108,8,386002.36,1,4,3,143,At Risk,Medium Value
CUST-0898,2025-09-22,100,7,374781.07,1,3,3,133,At Risk,Medium Value
CUST-0899,2025-07-28,156,7,723218.48,1,3,5,135,At Risk,High Value
CUST-0900,2025-12-28,3,9,675751.21,5,5,5,555,Champions,High Value
CUST-0901,2025-12-28,3,5,358702.82,5,2,3,523,New Customers,Medium Value
CUST-0902,2025-10-25,67,9,578237.8099999999,2,5,4,254,At Risk,High Value
CUST-0903,2025-12-12,19,7,259426.86000000002,4,3,2,432,Loyal Customers,Medium Value
CUST-0904,2025-11-22,39,10,829236.15,3,5,5,355,Loyal Customers,High Value
CUST-0905,2025-10-26,66,8,757707.16,2,4,5,245,At Risk,High Value
CUST-0906,2025-11-15,46,8,417680.01,3,4,3,343,Loyal Customers,Medium Value
CUST-0907,2025-08-27,126,2,29670.64,1,1,1,111,Lost Customers,Low Value
CUST-0908,2025-12-13,18,8,311695.04,4,4,3,443,Loyal Customers,Medium Value
CUST-0909,2025-10-12,80,5,70993.16,2,2,1,221,Lost Customers,Low Value
CUST-0910,2025-08-30,123,7,394401.07,1,3,3,133,At Risk,Medium Value
CUST-0911,2025-10-13,79,7,383222.16,2,3,3,233,At Risk,Medium Value
CUST-0912,2025-11-25,36,7,369047.75,3,3,3,333,Loyal Customers,Medium Value
CUST-0913,2025-09-04,118,9,505573.15,1,5,4,154,At Risk,High Value
CUST-0914,2025-12-24,7,6,199621.77,5,3,2,532,Loyal Customers,Low Value
CUST-0915,2025-10-10,82,3,29529.07,2,1,1,211,Lost Customers,Low Value
CUST-0916,2025-11-15,46,2,93965.68000000001,3,1,1,311,Potential Customers,Low Value
CUST-0917,2025-03-15,291,3,138016.47,1,1,1,111,Lost Customers,Low Value
CUST-0918,2025-12-01,30,9,494329.81999999995,3,5,4,354,Loyal Customers,High Value
CUST-0919,2025-09-20,102,12,1715385.7200000002,1,5,5,155,At Risk,High Value
CUST-0920,2025-11-18,43,3,135720.85,3,1,1,311,Potential Customers,Low Value
CUST-0921,2025-10-19,73,6,644392.41,2,3,5,235,At Risk,High Value
CUST-0922,2025-10-08,84,7,557069.98,2,3,4,234,At Risk,High Value
CUST-0923,2025-11-09,52,5,384297.3,2,2,3,223,Lost Customers,Medium Value
CUST-0924,2025-11-25,36,4,114576.38,3,1,1,311,Potential Customers,Low Value
CUST-0925,2025-11-29,32,13,830489.73,3,5,5,355,Loyal Customers,High Value
CUST-0926,2025-11-15,46,7,294591.13,3,3,3,333,Loyal Customers,Medium Value
CUST-0927,2025-11-04,57,8,501636.27,2,4,4,244,At Risk,High Value
CUST-0928,2025-12-30,1,11,491436.42,5,5,4,554,Champions,High Value
CUST-0929,2025-08-18,135,3,192383.01,1,1,2,112,Lost Customers,Low Value
CUST-0930,2025-10-06,86,2,11366.119999999999,1,1,1,111,Lost Customers,Low Value
CUST-0931,2025-12-26,5,6,414908.92000000004,5,3,3,533,Loyal Customers,Medium Value
CUST-0932,2025-12-17,14,5,183970.46,4,2,2,422,New Customers,Low Value
CUST-0933,2025-12-18,13,8,413621.15,4,4,3,443,Loyal Customers,Medium Value
CUST-0934,2025-12-04,27,5,411853.73,3,2,3,323,Potential Customers,Medium Value
CUST-0935,2025-12-13,18,10,381345.77,4,5,3,453,Loyal Customers,Medium Value
CUST-0936,2025-11-03,58,11,553912.08,2,5,4,254,At Risk,High Value
CUST-0937,2025-09-07,115,2,5453.3,1,1,1,111,Lost Customers,Low Value
CUST-0938,2025-12-30,1,8,453671.37,5,4,4,544,Champions,Medium Value
CUST-0939,2025-11-13,48,8,329275.86,3,4,3,343,Loyal Customers,Medium Value
CUST-0940,2025-12-30,1,11,633916.34,5,5,5,555,Champions,High Value
CUST-0941,2025-12-20,11,9,245011.89,5,5,2,552,Loyal Customers,Low Value
CUST-0942,2025-12-31,0,5,412826.9,5,2,3,523,New Customers,Medium Value
CUST-0943,2025-10-15,77,3,105870.0,2,1,1,211,Lost Customers,Low Value
CUST-0944,2025-11-04,57,7,439109.42,2,3,4,234,At Risk,Medium Value
CUST-0945,2025-11-12,49,4,121419.42000000001,2,1,1,211,Lost Customers,Low Value
CUST-0946,2025-07-28,156,5,780664.28,1,2,5,125,Lost Customers,High Value
CUST-0947,2025-11-26,35,2,2726.65,3,1,1,311,Potential Customers,Low Value
CUST-0948,2025-12-17,14,6,341296.41000000003,4,3,3,433,Loyal Customers,Medium Value
CUST-0949,2025-12-25,6,8,360610.35000000003,5,4,3,543,Loyal Customers,Medium Value
CUST-0950,2025-12-06,25,3,106203.58,4,1,1,411,New Customers,Low Value
CUST-0951,2025-11-28,33,6,427686.81,3,3,4,334,Loyal Customers,Medium Value
CUST-0952,2025-11-16,45,6,265994.12999999995,3,3,2,332,Loyal Customers,Medium Value
CUST-0953,2025-12-12,19,11,404477.29,4,5,3,453,Loyal Customers,Medium Value
CUST-0954,2025-12-24,7,10,615789.19,5,5,4,554,Champions,High Value
CUST-0955,2025-05-27,218,1,10244.32,1,1,1,111,Lost Customers,Low Value
CUST-0956,2025-12-26,5,7,827884.5900000001,5,3,5,535,Loyal Customers,High Value
CUST-0957,2025-06-25,189,5,1138490.46,1,2,5,125,Lost Customers,High Value
CUST-0958,2025-12-25,6,7,280433.53,5,3,2,532,Loyal Customers,Medium Value
CUST-0959,2025-10-10,82,7,754865.85,2,3,5,235,At Risk,High Value
CUST-0960,2025-12-15,16,5,128231.29000000001,4,2,1,421,New Customers,Low Value
CUST-0961,2025-12-30,1,8,246310.03,5,4,2,542,Loyal Customers,Medium Value
CUST-0962,2025-12-30,1,8,622288.01,5,4,5,545,Champions,High Value
CUST-0963,2025-12-16,15,8,716210.17,4,4,5,445,Champions,High Value
CUST-0964,2025-12-19,12,8,426678.85,4,4,3,443,Loyal Customers,Medium Value
CUST-0965,2025-12-29,2,7,880218.35,5,3,5,535,Loyal Customers,High Value
CUST-0966,2025-12-31,0,10,155586.36,5,5,1,551,Loyal Customers,Low Value
CUST-0967,2025-12-18,13,8,217108.1,4,4,2,442,Loyal Customers,Low Value
